,oPurchase_Amount,oAverage_Spending_Per_Purchase,oPurchase_Frequency_Per_Month,oBrand_Affinity_Score,Age,Purchase_Amount,Average_Spending_Per_Purchase,Purchase_Frequency_Per_Month,Brand_Affinity_Score,Product_Category_Books,Product_Category_Clothing,Product_Category_Electronics,Gender_Female,Gender_Male,Gender_Other,Income_Level_High,Income_Level_Low,Income_Level_Medium,Product_Category_Preferences_High,Product_Category_Preferences_Low,Product_Category_Preferences_Medium
10,96.0,98.0,6.0,4.0,0.6290322580645161,0.17551020408163268,0.9789473684210526,0.5555555555555556,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11,365.0,94.0,9.0,10.0,0.5645161290322581,0.7244897959183674,0.9368421052631579,0.8888888888888888,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12,111.0,23.0,5.0,7.0,0.33870967741935487,0.20612244897959187,0.18947368421052632,0.4444444444444445,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
13,137.0,18.0,2.0,3.0,0.08064516129032262,0.25918367346938775,0.1368421052631579,0.1111111111111111,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,272.0,18.0,10.0,3.0,0.5806451612903226,0.5346938775510204,0.1368421052631579,1.0,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15,241.0,26.0,8.0,5.0,0.06451612903225812,0.4714285714285715,0.2210526315789474,0.7777777777777777,0.4444444444444445,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
16,115.0,31.0,4.0,4.0,0.8064516129032258,0.2142857142857143,0.2736842105263158,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17,248.0,49.0,9.0,1.0,0.6290322580645161,0.48571428571428577,0.46315789473684205,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18,370.0,13.0,2.0,8.0,0.8870967741935485,0.7346938775510204,0.08421052631578949,0.1111111111111111,0.7777777777777777,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,190.0,76.0,1.0,5.0,0.14516129032258068,0.3673469387755102,0.7473684210526315,0.0,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20,285.0,29.0,5.0,7.0,0.7419354838709677,0.5612244897959184,0.25263157894736843,0.4444444444444445,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
21,468.0,7.0,2.0,9.0,0.7258064516129032,0.9346938775510205,0.021052631578947364,0.1111111111111111,0.8888888888888888,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
22,485.0,38.0,5.0,5.0,0.016129032258064557,0.9693877551020409,0.34736842105263155,0.4444444444444445,0.4444444444444445,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23,278.0,58.0,8.0,5.0,0.4516129032258065,0.5469387755102041,0.5578947368421052,0.7777777777777777,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,135.0,49.0,7.0,3.0,0.6774193548387097,0.25510204081632654,0.46315789473684205,0.6666666666666665,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
25,135.0,50.0,2.0,9.0,0.33870967741935487,0.25510204081632654,0.47368421052631576,0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26,257.0,41.0,10.0,10.0,0.12903225806451613,0.5040816326530613,0.37894736842105264,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
27,108.0,93.0,5.0,6.0,0.08064516129032262,0.20000000000000004,0.9263157894736842,0.4444444444444445,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
28,423.0,71.0,9.0,8.0,0.9838709677419355,0.8428571428571429,0.6947368421052631,0.8888888888888888,0.7777777777777777,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
29,252.0,17.0,5.0,1.0,0.11290322580645162,0.4938775510204082,0.12631578947368421,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
30,331.0,9.0,9.0,2.0,0.7903225806451613,0.6551020408163266,0.04210526315789474,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31,111.0,94.0,8.0,10.0,0.03225806451612906,0.20612244897959187,0.9368421052631579,0.7777777777777777,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
32,187.0,39.0,5.0,5.0,0.6290322580645161,0.36122448979591837,0.35789473684210527,0.4444444444444445,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
33,195.0,78.0,7.0,1.0,0.8225806451612903,0.3775510204081633,0.7684210526315789,0.6666666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
34,284.0,77.0,10.0,5.0,0.5,0.5591836734693878,0.7578947368421052,1.0,0.4444444444444445,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,123.0,84.0,3.0,8.0,0.5806451612903226,0.2306122448979592,0.831578947368421,0.2222222222222222,0.7777777777777777,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
36,176.0,46.0,2.0,7.0,0.5161290322580645,0.33877551020408164,0.43157894736842106,0.1111111111111111,0.6666666666666665,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37,248.0,51.0,3.0,5.0,0.32258064516129037,0.48571428571428577,0.4842105263157895,0.2222222222222222,0.4444444444444445,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38,290.0,30.0,3.0,9.0,0.7741935483870968,0.5714285714285715,0.2631578947368421,0.2222222222222222,0.8888888888888888,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,367.0,11.0,4.0,7.0,0.7419354838709677,0.7285714285714286,0.06315789473684211,0.3333333333333333,0.6666666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,208.0,5.0,4.0,6.0,0.532258064516129,0.40408163265306124,0.0,0.3333333333333333,0.5555555555555556,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41,381.0,89.0,5.0,8.0,0.08064516129032262,0.7571428571428572,0.8842105263157896,0.4444444444444445,0.7777777777777777,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42,248.0,80.0,4.0,4.0,0.24193548387096775,0.48571428571428577,0.7894736842105263,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43,487.0,51.0,2.0,7.0,0.6935483870967742,0.9734693877551021,0.4842105263157895,0.1111111111111111,0.6666666666666665,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44,231.0,58.0,10.0,6.0,0.08064516129032262,0.45102040816326533,0.5578947368421052,1.0,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
45,121.0,32.0,10.0,2.0,0.6129032258064516,0.22653061224489798,0.28421052631578947,1.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
46,373.0,96.0,2.0,6.0,0.25806451612903225,0.7408163265306122,0.9578947368421054,0.1111111111111111,0.5555555555555556,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,491.0,20.0,10.0,8.0,0.903225806451613,0.9816326530612245,0.15789473684210525,1.0,0.7777777777777777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
48,139.0,56.0,3.0,9.0,0.6290322580645161,0.26326530612244897,0.5368421052631578,0.2222222222222222,0.8888888888888888,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
49,192.0,27.0,7.0,9.0,0.467741935483871,0.37142857142857144,0.23157894736842105,0.6666666666666665,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
50,248.0,34.0,2.0,4.0,0.24193548387096775,0.48571428571428577,0.30526315789473685,0.1111111111111111,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,300.0,37.0,2.0,9.0,0.6290322580645161,0.5918367346938775,0.3368421052631579,0.1111111111111111,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
52,53.0,80.0,5.0,8.0,0.11290322580645162,0.08775510204081632,0.7894736842105263,0.4444444444444445,0.7777777777777777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
53,330.0,57.0,8.0,4.0,0.935483870967742,0.653061224489796,0.5473684210526315,0.7777777777777777,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
54,342.0,84.0,7.0,1.0,0.6451612903225806,0.6775510204081633,0.831578947368421,0.6666666666666665,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
55,190.0,49.0,2.0,2.0,0.8225806451612903,0.3673469387755102,0.46315789473684205,0.1111111111111111,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
56,435.0,57.0,4.0,3.0,0.7903225806451613,0.8673469387755103,0.5473684210526315,0.3333333333333333,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
57,353.0,25.0,9.0,7.0,0.6290322580645161,0.7000000000000001,0.21052631578947367,0.8888888888888888,0.6666666666666665,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
58,248.0,18.0,3.0,6.0,0.967741935483871,0.48571428571428577,0.1368421052631579,0.2222222222222222,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
59,327.0,13.0,5.0,1.0,0.4838709677419355,0.6469387755102041,0.08421052631578949,0.4444444444444445,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
60,285.0,95.0,5.0,7.0,0.6612903225806451,0.5612244897959184,0.9473684210526316,0.4444444444444445,0.6666666666666665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
61,477.0,34.0,9.0,7.0,0.19354838709677424,0.953061224489796,0.30526315789473685,0.8888888888888888,0.6666666666666665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
62,111.0,74.0,7.0,4.0,0.435483870967742,0.20612244897959187,0.7263157894736842,0.6666666666666665,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
63,197.0,26.0,7.0,10.0,0.7096774193548387,0.3816326530612245,0.2210526315789474,0.6666666666666665,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
64,16.0,47.0,10.0,3.0,0.9838709677419355,0.012244897959183675,0.4421052631578947,1.0,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
65,465.0,35.0,5.0,7.0,0.5967741935483871,0.9285714285714286,0.3157894736842105,0.4444444444444445,0.6666666666666665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
66,263.0,30.0,10.0,9.0,0.4516129032258065,0.5163265306122449,0.2631578947368421,1.0,0.8888888888888888,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
67,347.0,26.0,3.0,5.0,0.6129032258064516,0.6877551020408164,0.2210526315789474,0.2222222222222222,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
68,338.0,68.0,5.0,1.0,0.435483870967742,0.6693877551020408,0.6631578947368422,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
69,98.0,19.0,5.0,9.0,0.8548387096774193,0.1795918367346939,0.14736842105263157,0.4444444444444445,0.8888888888888888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
70,133.0,62.0,5.0,3.0,0.6935483870967742,0.2510204081632653,0.6000000000000001,0.4444444444444445,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
71,16.0,30.0,4.0,5.0,1.0,0.012244897959183675,0.2631578947368421,0.3333333333333333,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
72,437.0,35.0,8.0,4.0,0.016129032258064557,0.8714285714285714,0.3157894736842105,0.7777777777777777,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
73,465.0,74.0,10.0,8.0,0.9193548387096775,0.9285714285714286,0.7263157894736842,1.0,0.7777777777777777,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
74,206.0,53.0,4.0,10.0,0.06451612903225812,0.4,0.5052631578947369,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
75,103.0,22.0,6.0,1.0,0.06451612903225812,0.18979591836734697,0.17894736842105263,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
76,376.0,67.0,1.0,5.0,0.06451612903225812,0.7469387755102042,0.6526315789473685,0.0,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
77,16.0,81.0,5.0,8.0,0.8870967741935485,0.012244897959183675,0.8,0.4444444444444445,0.7777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
78,333.0,48.0,9.0,2.0,0.935483870967742,0.6591836734693878,0.45263157894736844,0.8888888888888888,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
79,387.0,46.0,5.0,1.0,0.12903225806451613,0.7693877551020408,0.43157894736842106,0.4444444444444445,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
80,332.0,75.0,2.0,1.0,0.12903225806451613,0.6571428571428571,0.736842105263158,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
81,459.0,42.0,7.0,5.0,0.1774193548387097,0.916326530612245,0.3894736842105263,0.6666666666666665,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
82,39.0,51.0,9.0,2.0,0.29032258064516125,0.059183673469387764,0.4842105263157895,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
83,64.0,32.0,6.0,6.0,0.33870967741935487,0.11020408163265308,0.28421052631578947,0.5555555555555556,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
84,419.0,54.0,3.0,6.0,0.6290322580645161,0.8346938775510204,0.5157894736842106,0.2222222222222222,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
85,202.0,41.0,4.0,4.0,0.6290322580645161,0.3918367346938776,0.37894736842105264,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
86,439.0,71.0,3.0,2.0,0.016129032258064557,0.8755102040816327,0.6947368421052631,0.2222222222222222,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
87,248.0,33.0,5.0,6.0,0.6451612903225806,0.48571428571428577,0.29473684210526313,0.4444444444444445,0.5555555555555556,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
88,129.0,50.0,10.0,5.0,1.0,0.2428571428571429,0.47368421052631576,1.0,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
89,50.0,12.0,10.0,3.0,0.24193548387096775,0.0816326530612245,0.0736842105263158,1.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
90,359.0,65.0,6.0,7.0,0.4838709677419355,0.7122448979591837,0.631578947368421,0.5555555555555556,0.6666666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
91,163.0,99.0,4.0,6.0,0.04838709677419356,0.3122448979591837,0.9894736842105263,0.3333333333333333,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
92,469.0,34.0,6.0,2.0,0.5806451612903226,0.936734693877551,0.30526315789473685,0.5555555555555556,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
93,480.0,88.0,5.0,6.0,0.8064516129032258,0.9591836734693878,0.8736842105263158,0.4444444444444445,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
94,127.0,26.0,5.0,1.0,0.5161290322580645,0.23877551020408164,0.2210526315789474,0.4444444444444445,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
95,19.0,42.0,7.0,5.0,0.5806451612903226,0.018367346938775515,0.3894736842105263,0.6666666666666665,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
96,167.0,100.0,5.0,9.0,0.5806451612903226,0.32040816326530613,1.0,0.4444444444444445,0.8888888888888888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
97,135.0,84.0,8.0,3.0,0.32258064516129037,0.25510204081632654,0.831578947368421,0.7777777777777777,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
98,221.0,38.0,4.0,4.0,0.467741935483871,0.4306122448979592,0.34736842105263155,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
99,462.0,100.0,8.0,7.0,0.5645161290322581,0.9224489795918368,1.0,0.7777777777777777,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100,253.0,74.0,8.0,3.0,0.7419354838709677,0.49591836734693884,0.7263157894736842,0.7777777777777777,0.2222222222222222,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
101,260.0,39.0,10.0,6.0,0.24193548387096775,0.5102040816326531,0.35789473684210527,1.0,0.5555555555555556,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
102,498.0,62.0,5.0,6.0,0.7741935483870968,0.995918367346939,0.6000000000000001,0.4444444444444445,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
103,78.0,40.0,10.0,8.0,0.03225806451612906,0.13877551020408166,0.3684210526315789,1.0,0.7777777777777777,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
104,349.0,56.0,2.0,4.0,0.03225806451612906,0.6918367346938776,0.5368421052631578,0.1111111111111111,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
105,188.0,50.0,3.0,8.0,0.5645161290322581,0.363265306122449,0.47368421052631576,0.2222222222222222,0.7777777777777777,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
106,213.0,13.0,8.0,7.0,0.5645161290322581,0.4142857142857143,0.08421052631578949,0.7777777777777777,0.6666666666666665,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
107,66.0,37.0,6.0,6.0,0.8709677419354838,0.1142857142857143,0.3368421052631579,0.5555555555555556,0.5555555555555556,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
108,454.0,81.0,4.0,2.0,0.16129032258064518,0.9061224489795919,0.8,0.3333333333333333,0.1111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
109,386.0,13.0,2.0,5.0,0.5,0.7673469387755103,0.08421052631578949,0.1111111111111111,0.4444444444444445,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
110,111.0,53.0,4.0,3.0,0.25806451612903225,0.20612244897959187,0.5052631578947369,0.3333333333333333,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
111,494.0,30.0,8.0,8.0,0.9516129032258065,0.9877551020408164,0.2631578947368421,0.7777777777777777,0.7777777777777777,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
112,475.0,10.0,2.0,5.0,0.4032258064516129,0.9489795918367347,0.05263157894736842,0.1111111111111111,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
113,249.0,71.0,4.0,10.0,0.12903225806451613,0.4877551020408164,0.6947368421052631,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
114,163.0,88.0,3.0,5.0,1.0,0.3122448979591837,0.8736842105263158,0.2222222222222222,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
115,99.0,89.0,4.0,10.0,0.5161290322580645,0.1816326530612245,0.8842105263157896,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
116,478.0,56.0,3.0,10.0,0.32258064516129037,0.9551020408163265,0.5368421052631578,0.2222222222222222,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
117,194.0,9.0,9.0,10.0,0.7096774193548387,0.37551020408163266,0.04210526315789474,0.8888888888888888,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
118,454.0,94.0,10.0,5.0,0.7096774193548387,0.9061224489795919,0.9368421052631579,1.0,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
119,314.0,71.0,6.0,7.0,0.8225806451612903,0.6204081632653061,0.6947368421052631,0.5555555555555556,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
120,218.0,80.0,8.0,6.0,0.016129032258064557,0.4244897959183674,0.7894736842105263,0.7777777777777777,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
121,279.0,78.0,5.0,5.0,0.30645161290322587,0.5489795918367347,0.7684210526315789,0.4444444444444445,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
122,429.0,45.0,3.0,8.0,0.8548387096774193,0.8551020408163266,0.42105263157894735,0.2222222222222222,0.7777777777777777,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
123,21.0,32.0,3.0,9.0,0.4032258064516129,0.022448979591836733,0.28421052631578947,0.2222222222222222,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
